	EntryID	Headword	hyponym	alignment
24	d2e682345Meyers-1905	Costarīca	es	0.5
25	d2e706804Meyers-1905	Cypĕrus	aus	0.6666666666666666
26	d2e717403Meyers-1905	Damen vom heiligen Herzen Jesu	vom Glauben Jesu	0.75
27	d2e745935Meyers-1905	Defoe	en	0.5
28	d2e771390Meyers-1905	Deutsch-dänische Kriege 184850	Deutsch-dänische Kriege 1848—50	0.967741935483871
29	d2e771390Meyers-1905	Deutsch-dänische Kriege 184850	1864	0.75
30	d2e771843Meyers-1905	Deutsche Literatur	B. Wissenschaftliche Literatur.	0.4838709677419355
31	d2e775268Meyers-1905	Deutsche Philologie	[Die deutsche Schrift.]	0.4782608695652174
32	d2e799571Meyers-1905	Dietrich von Eilenburg	Landsberg	0.4444444444444444
33	d2e916577Meyers-1905	Eisenbahnbehörden	Bayern.	0.5714285714285714
34	d2e916577Meyers-1905	Eisenbahnbehörden	Sachsen.	0.5
35	d2e916577Meyers-1905	Eisenbahnbehörden	Baden.	0.6666666666666666
36	d2e919810Meyers-1905	Eisenbahntarife	[Eisenbahntarifpolitik.]	0.5833333333333334
37	d2e1059304Meyers-1905	Farbstoffe	Nitrofarbstoffe,	0.5625
38	d2e1059304Meyers-1905	Farbstoffe	Azofarstoffe	0.6666666666666666
39	d2e1059304Meyers-1905	Farbstoffe	Hydrazofarbstoffe	0.5294117647058824
40	d2e1059304Meyers-1905	Farbstoffe	Azoxyfarbstoffe	0.6
41	d2e1059304Meyers-1905	Farbstoffe	Chinonoximfarbstoffe	0.45
42	d2e1059304Meyers-1905	Farbstoffe	Ketonfarlbstoffe	0.5625
43	d2e1059304Meyers-1905	Farbstoffe	Ketimidfarbstoffe	0.5294117647058824
44	d2e1059304Meyers-1905	Farbstoffe	Akridinfarbstoffe	0.5294117647058824
45	d2e1059304Meyers-1905	Farbstoffe	Indigofarbstoffe	0.5625
46	d2e1059304Meyers-1905	Farbstoffe	Chinolinfarbstoffe,	0.47368421052631576
47	d2e1059304Meyers-1905	Farbstoffe	Rote Farben:	0.4166666666666667
48	d2e1078247Meyers-1905	Feldspat	Kalifeldspat	0.5833333333333334
49	d2e1113035Meyers-1905	Finnische Sprache und Literatur	I. Die schwedische Literatur	0.6428571428571429
50	d2e1113035Meyers-1905	Finnische Sprache und Literatur	II. Literatur in finnischer Sprache.	0.4444444444444444
51	d2e1113035Meyers-1905	Finnische Sprache und Literatur	III. Wissenschaftliche Literatur.	0.5757575757575758
52	d2e1117016Meyers-1905	Fische [2]	Lungenfische	0.4166666666666667
53	d2e1127555Meyers-1905	Flandern	Ostflandern	0.6363636363636364
54	d2e1127555Meyers-1905	Flandern	Westflandern	0.5833333333333334
55	d2e1130181Meyers-1905	Flechten [1]	Strauchflechten:	0.4375
56	d2e1130181Meyers-1905	Flechten [1]	Laubflechten:	0.5384615384615384
57	d2e1130181Meyers-1905	Flechten [1]	Krustenflechten:	0.4375
58	d2e1130181Meyers-1905	Flechten [1]	Gallertfledchten:	0.4117647058823529
59	d2e1130181Meyers-1905	Flechten [1]	Fadenflechten:	0.5714285714285714
60	d2e1130181Meyers-1905	Flechten [1]	Strauchflechten:	0.4375
61	d2e1130181Meyers-1905	Flechten [1]	Laubflechten:	0.5384615384615384
62	d2e1130181Meyers-1905	Flechten [1]	Krustenflechten:	0.4375
63	d2e1130181Meyers-1905	Flechten [1]	Gallertflechten:	0.4375
64	d2e1130181Meyers-1905	Flechten [1]	Fadenflechten:	0.5714285714285714
65	d2e1174257Meyers-1905	Französisch-deutscher Krieg 187071	Französisch-deutscher Krieg 1870—71	0.9714285714285714
66	d2e1185976Meyers-1905	Freiheitsberaubung	etc	0.6666666666666666
67	d2e1193450Meyers-1905	Friedrich [1]	[Österreich.]	0.46153846153846156
68	d2e1219955Meyers-1905	G [1]	G, g	0.5
69	d2e1256228Meyers-1905	Gebirgsjoch, -Kette	etc.,	0.6
70	d2e1263714Meyers-1905	Gegenschwieger-Vater	Mutter	0.5
71	d2e1285142Meyers-1905	Genossenschaften	[Rohstoffgenossenschaften.]	0.5555555555555556
72	d2e1285142Meyers-1905	Genossenschaften	[Magazin- und Werkgenossenschaften.]	0.4166666666666667
73	d2e1285142Meyers-1905	Genossenschaften	[Produktivgenossenschaften.]	0.5357142857142857
74	d2e1285142Meyers-1905	Genossenschaften	[Baugenossenschaften.]	0.6818181818181818
75	d2e1327223Meyers-1905	Gießerei	[Gießen.]	0.5555555555555556
76	d2e1328437Meyers-1905	Giftpflanzen	1. Pilze.	0.4444444444444444
77	d2e1328437Meyers-1905	Giftpflanzen	5. Liliazeen.	0.46153846153846156
78	d2e1376506Meyers-1905	Gotische Schrift	gotischer Schrift	0.8823529411764706
79	d2e1404348Meyers-1905	Griechenland [2]	[Tierwelt.]	0.45454545454545453
80	d2e1484830Meyers-1905	Handfeuerwaffen	Italien	0.42857142857142855
81	d2e1484830Meyers-1905	Handfeuerwaffen	Bulgarien	0.4444444444444444
82	d2e1484830Meyers-1905	Handfeuerwaffen	Japan	0.6
83	d2e1531452Meyers-1905	Heinrich [1]	[Frankreich.]	0.46153846153846156
84	d2e1531452Meyers-1905	Heinrich [1]	[Hessen.]	0.4444444444444444
85	d2e1531452Meyers-1905	Heinrich [1]	[Meißen.]	0.4444444444444444
86	d2e1531452Meyers-1905	Heinrich [1]	[Österreich.]	0.46153846153846156
87	d2e1534979Meyers-1905	Heizung	[Luftheizung.]	0.42857142857142855
88	d2e1552627Meyers-1905	Hermann [1]	[Hessen.]	0.4444444444444444
89	d2e1598180Meyers-1905	Hohenzollern [2]	H.-Hechingen	0.4166666666666667
90	d2e1631245Meyers-1905	Huftiere	Tapire	0.5
91	d2e1631245Meyers-1905	Huftiere	Pferde	0.6666666666666666
92	d2e1631245Meyers-1905	Huftiere	Einhufer	0.5
93	d2e1631245Meyers-1905	Huftiere	Flußpferde	0.5
94	d2e1631245Meyers-1905	Huftiere	Plumptiere	0.6
95	d2e1631245Meyers-1905	Huftiere	Moschustiere	0.5
96	d2e1631245Meyers-1905	Huftiere	Hirsche	0.5714285714285714
97	d2e1631245Meyers-1905	Huftiere	Horntiere	0.6666666666666666
98	d2e1695103Meyers-1905	Insektenfresser	Igel	0.5
99	d2e1695103Meyers-1905	Insektenfresser	Borstenigel	0.45454545454545453
100	d2e1695103Meyers-1905	Insektenfresser	Pelzflatterer	0.46153846153846156
101	d2e1740548Meyers-1905	Japanische Sprache und Literatur	[Literatur.]	0.75
102	d2e1777414Meyers-1905	Jus primārum	precum	0.6666666666666666
103	d2e1792692Meyers-1905	Kalender [1]	[Kalenderliteratur.]	0.45
104	d2e1910286Meyers-1905	Klettervögel	Spechte	0.42857142857142855
105	d2e1910286Meyers-1905	Klettervögel	Bartvögel	0.6666666666666666
106	d2e1910286Meyers-1905	Klettervögel	Glanzvögel	0.6
107	d2e1910286Meyers-1905	Klettervögel	Eisvögel	625
108	d2e1910286Meyers-1905	Klettervögel	Hornvögel	0.6666666666666666
109	d2e1966690Meyers-1905	Konstantinopel	[Vorstädte.]	0.4166666666666667
110	d2e1999774Meyers-1905	Krankenkassen	freien Hilfskassen,	0.47368421052631576
111	d2e1999774Meyers-1905	Krankenkassen	Fabrikkrankenkassen,	0.6
112	d2e1999774Meyers-1905	Krankenkassen	Baukrankenkasse,	0.6875
113	d2e1999774Meyers-1905	Krankenkassen	Innungskrankenkasse,	0.55
114	d2e1999774Meyers-1905	Krankenkassen	Ortskrankenkasse,	0.6470588235294118
115	d2e2005888Meyers-1905	Krebstiere	Leptostraken	0.4166666666666667
116	d2e2005888Meyers-1905	Krebstiere	Schildkrebse	0.4166666666666667
117	d2e2005888Meyers-1905	Krebstiere	Ringelkrebse	0.4166666666666667
118	d2e2028012Meyers-1905	Kronobersthofmeister	etc.	0.5
119	d2e2050148Meyers-1905	Kupferstecherkunst	[Kupferdruck.]	0.5714285714285714
120	d2e2090650Meyers-1905	Landwirtschaft [2]	[Zeitschriften.]	0.5
121	d2e2091763Meyers-1905	Landwirtschaftliche Betriebssysteme	Die Graswirtschaft	0.6111111111111112
122	d2e2091763Meyers-1905	Landwirtschaftliche Betriebssysteme	Die Urwechselwirtschaft	0.43478260869565216
123	d2e2091763Meyers-1905	Landwirtschaftliche Betriebssysteme	Die Wechselwirtschaft	0.47619047619047616
124	d2e2091763Meyers-1905	Landwirtschaftliche Betriebssysteme	Die Fruchtwechselwirtschaft	0.4074074074074074
125	d2e2091763Meyers-1905	Landwirtschaftliche Betriebssysteme	Die freie Wirtschaft.	0.42857142857142855
126	d2e2121504Meyers-1905	Lebensversicherung	[Literatur.]	0.4166666666666667
127	d2e2209300Meyers-1905	Lothringen [1]	Oberlothringen	0.6428571428571429
128	d2e2209300Meyers-1905	Lothringen [1]	Niederlothringen	0.5625
129	d2e2232851Meyers-1905	Luther [1]	[Luthers Familie.]	0.4444444444444444
130	d2e2232851Meyers-1905	Luther [1]	[Luthers Werke.]	0.5
131	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Resolution	0.7
132	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Newa,	0.6
133	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Prinzeß Luise,	0.5
134	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Erebus	0.5
135	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Erebus	0.5
136	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Novara,	0.42857142857142855
137	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Lightning,	0.5
138	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Germania	0.5
139	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Hansa,	0.6666666666666666
140	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Porcupine,	0.6
141	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Challenger, 	0.5
142	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Bache	0.8
143	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Gazelle,	0.5
144	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Vöringen,	0.5555555555555556
145	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Drache,	0.7142857142857143
146	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Talisman,	0.5555555555555556
147	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Holsatia,	0.4444444444444444
148	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	National,	0.6666666666666666
149	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Tschernomorez,	0.42857142857142855
150	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Belgica,	0.5
151	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Valdivia,	0.5555555555555556
152	d2e2305901Meyers-1905	Maritime wissenschaftliche Expeditionen	Discovery,	0.5
153	d2e2413918Meyers-1905	Miniatūr	Miniaturmalerei	0.4666666666666667
154	d2e2510067Meyers-1905	Nagetiere	Biber	0.6
155	d2e2635892Meyers-1905	Oldenburgisches Haus	königlich dänischen Ast	0.43478260869565216
156	d2e2968415Meyers-1905	Quis Quid Ubi Quibus auxilĭis Cur Quomodo Quando	Quis? Quid? Ubi? Quibus auxilĭis? Cur? Quomodo? Quando?	0.8727272727272727
157	d2e2992911Meyers-1905	Raubtiere	Marder	0.5
158	d2e2992911Meyers-1905	Raubtiere	Katzen	0.5
159	d2e3001552Meyers-1905	Recepisse	etc.	0.5
160	d2e3004631Meyers-1905	Rechtswissenschaft	vergleichende Rechtswillenschaft	0.5
161	d2e3004885Meyers-1905	Recidiv	etc.	0.5
162	d2e3062465Meyers-1905	Riemenscheibe	etc.	0.5
163	d2e3063422Meyers-1905	Riesenbetten	etc.	0.5
164	d2e3090932Meyers-1905	Romanische Sprachen	Rätoromanisch	0.6923076923076923
165	d2e3094173Meyers-1905	Römisches Reich	I. Römische Altertümer.	0.43478260869565216
166	d2e3126725Meyers-1905	Rumänische Sprache und Literatur	rumänische Literatur	0.95
167	d2e3148356Meyers-1905	Sachsen-Koburg-Gotha	Herzogtum Gotha	0.5333333333333333
168	d2e3190592Meyers-1905	Sankt Gotthard [1]	[Gotthardbahn]	0.6428571428571429
169	d2e3191671Meyers-1905	Sankt Petersburg [2]	[Stadtteile.]	0.46153846153846156
170	d2e3201154Meyers-1905	Sardinische Monarchie	[Geschichte.]	0.46153846153846156
171	d2e3208370Meyers-1905	Säugetiere	Kloakentiere	0.5
172	d2e3208370Meyers-1905	Säugetiere	Beuteltiere	0.6363636363636364
173	d2e3208370Meyers-1905	Säugetiere	Huftiere	0.75
174	d2e3208370Meyers-1905	Säugetiere	Rüsseltiere	0.5454545454545454
175	d2e3208370Meyers-1905	Säugetiere	Raubtiere	0.6666666666666666
176	d2e3208370Meyers-1905	Säugetiere	Nagetiere	0.7777777777777778
177	d2e3259775Meyers-1905	Schlesien [1]	[Geschichte Schlesiens.]	0.4166666666666667
178	d2e3260586Meyers-1905	Schleswig-Holstein	[Die schleswig-holsteinischen Linien.]	0.42105263157894735
179	d2e3273113Meyers-1905	Schnecken	Lungenschnecken	0.5333333333333333
180	d2e3284620Meyers-1905	Schötchen	Schote	0.8333333333333334
181	d2e3323457Meyers-1905	Schwimmvögel	Sturmvögel	0.7
182	d2e3413583Meyers-1905	Societät	etc.	0.5
183	d2e3449983Meyers-1905	Sperlingsvögel	Drosseln	0.5
184	d2e3449983Meyers-1905	Sperlingsvögel	Sänger	0.6666666666666666
185	d2e3449983Meyers-1905	Sperlingsvögel	Schlüpfer	0.4444444444444444
186	d2e3449983Meyers-1905	Sperlingsvögel	Spechtmeisen	0.5
187	d2e3449983Meyers-1905	Sperlingsvögel	Meisen	0.6666666666666666
188	d2e3449983Meyers-1905	Sperlingsvögel	Pirole	0.5
189	d2e3449983Meyers-1905	Sperlingsvögel	Würger	0.5
190	d2e3449983Meyers-1905	Sperlingsvögel	Paradiesvögel	0.6153846153846154
191	d2e3449983Meyers-1905	Sperlingsvögel	Honigsauger	0.45454545454545453
192	d2e3449983Meyers-1905	Sperlingsvögel	Sonnenvögel	0.7272727272727273
193	d2e3449983Meyers-1905	Sperlingsvögel	Seidenschwänze	0.42857142857142855
194	d2e3449983Meyers-1905	Sperlingsvögel	Stärlinge	0.7777777777777778
195	d2e3449983Meyers-1905	Sperlingsvögel	Finken	0.5
196	d2e3449983Meyers-1905	Sperlingsvögel	Webervögel	0.7
197	d2e3449983Meyers-1905	Sperlingsvögel	Weberfinken	0.45454545454545453
198	d2e3449983Meyers-1905	Sperlingsvögel	Stare	0.6
199	d2e3449983Meyers-1905	Sperlingsvögel	Lerchen	0.42857142857142855
200	d2e3449983Meyers-1905	Sperlingsvögel	Königswürger	0.4166666666666667
201	d2e3509632Meyers-1905	Stern von Äthiopien, von Indien, von Rumänien	etc.	0.5
202	d2e3533742Meyers-1905	Straußvögel	Schnepfenstrauße	0.4375
203	d2e3533742Meyers-1905	Straußvögel	Kasuare	0.42857142857142855
204	d2e3552156Meyers-1905	Südafrikanischer Krieg 18991900	Südafrikanischer Krieg 1899—1900	0.96875
205	d2e3554321Meyers-1905	Südliches Kreuz	Orden vom südlichen Kreuz	0.52
206	d2e3575447Meyers-1905	Syrische Sprache und Literatur	syrischen Literatur	0.9473684210526315
207	d2e3681235Meyers-1905	Transcendent	etc.	0.5
208	d2e3721593Meyers-1905	Türkische Sprache und Literatur	türkische Literatur	0.9473684210526315
209	d2e3721922Meyers-1905	Türkisches Reich	Asiatische Türkei	0.47058823529411764
210	d2e3721922Meyers-1905	Türkisches Reich	[Gründung des türkischen Reiches.]	0.4117647058823529
211	d2e3773178Meyers-1905	Vatikanische Bibliothek	etc.	0.5
212	d2e3783173Meyers-1905	Verbrechertypus	etc.	0.5
213	d2e3785738Meyers-1905	Vereinigte Staaten von Nordamerika	[Küstengestalt und Lage.]	0.48
214	d2e3785738Meyers-1905	Vereinigte Staaten von Nordamerika	[Bodengestalt.]	0.4666666666666667
215	d2e3785738Meyers-1905	Vereinigte Staaten von Nordamerika	[Geistige Kultur.]	0.4444444444444444
216	d2e3785738Meyers-1905	Vereinigte Staaten von Nordamerika	Verkehrswesen	0.5384615384615384
217	d2e3785738Meyers-1905	Vereinigte Staaten von Nordamerika	[Finanzen.]	0.45454545454545453
218	d2e3798473Meyers-1905	Vert de Corse, de Gênes, de mer	etc.	0.5
219	d2e3799819Meyers-1905	Verwaltung	[Literatur.]	0.4166666666666667
220	d2e3822830Meyers-1905	Vögel	Raubvögel	0.4444444444444444
221	d2e3822830Meyers-1905	Vögel	Watvögel	0.5
222	d2e3852057Meyers-1905	Wale	Narwale	0.42857142857142855
223	d2e3870103Meyers-1905	Wasserrecht [2]	Wasserpolizei	0.5384615384615384
224	d2e3870103Meyers-1905	Wasserrecht [2]	Wassergenossenschaften	0.45454545454545453
225	d2e3874100Meyers-1905	Watvögel	Trompetervögel	0.42857142857142855
226	d2e3874100Meyers-1905	Watvögel	Störche	0.42857142857142855
227	d2e3874100Meyers-1905	Watvögel	Wehrvögel	0.6666666666666666
228	d2e3950265Meyers-1905	Württemberg [1]	[Verkehr]	0.4444444444444444
229	d2e3991583Meyers-1905	Zinsrechnung	Zinseszinsen	0.5833333333333334
