	EntryID	headword	compound
138	d3e22566Brockhaus-1809	Die Fabrik	Fabriken
142	d3e23291Brockhaus-1809	Die Fehde	Fehdebrief
143	d3e23291Brockhaus-1809	Die Fehde	befehdete
146	d3e23602Brockhaus-1809	Der Fetisch	Fetischismus
147	d3e23602Brockhaus-1809	Der Fetisch	Fetischdienst
149	d3e23830Brockhaus-1809	Die Figur	Figuren
151	d3e23950Brockhaus-1809	Die fixe Idee	fixe Ideen
154	d3e24020Brockhaus-1809	Die Flagge	Hülfsflagge
155	d3e24020Brockhaus-1809	Die Flagge	Todtenflagge
156	d3e24020Brockhaus-1809	Die Flagge	Friedensflagge
157	d3e24020Brockhaus-1809	Die Flagge	Flaggenschiff
159	d3e24209Brockhaus-1809	Die Flöte	Querflöte
160	d3e24209Brockhaus-1809	Die Flöte	Flötenbläsern
161	d3e24254Brockhaus-1809	Flora	Floralischen
162	d3e24694Brockhaus-1809	Samuel Foote	Samuel Foote
163	d3e24883Brockhaus-1809	Das Fortepiano	Fortepianoʼs
166	d3e25687Brockhaus-1809	Freiberg	Freibergischen
167	d3e25687Brockhaus-1809	Freiberg	Freiberger
169	d3e26328Brockhaus-1809	Die Fuge	Fugensatz
170	d3e26328Brockhaus-1809	Die Fuge	Doppelfuge
173	d3e26771Brockhaus-1809	Die Gambe	Gambenwerk
174	d3e27323Brockhaus-1809	Geldern	Niedergeldern
175	d3e27323Brockhaus-1809	Geldern	Obergeldern
176	d3e27531Brockhaus-1809	Genf	Genfersees
177	d3e27531Brockhaus-1809	Genf	Genfersee
178	d3e27531Brockhaus-1809	Genf	Genfer
182	d3e29449Brockhaus-1809	Der Gotthard	Gotthardsberg
183	d3e29449Brockhaus-1809	Der Gotthard	Gotthardsreise
184	d3e29695Brockhaus-1809	Anton Graff	Anton Graff
186	d3e31520Brockhaus-1809	Hamburg	Hamburger
187	d3e31520Brockhaus-1809	Hamburg	Hamburgische
189	d3e31972Brockhaus-1809	Die Harfe	Pedalharfe
191	d3e31972Brockhaus-1809	Die Harfe	Riesenharfe
192	d3e31972Brockhaus-1809	Die Harfe	Spitzharfe
193	d3e31972Brockhaus-1809	Die Harfe	Davidsharfe
194	d3e32072Brockhaus-1809	Die Harmonica	Clavierharmonica
195	d3e32294Brockhaus-1809	Der Harz	Oberharz
196	d3e32294Brockhaus-1809	Der Harz	Unterharz
197	d3e32294Brockhaus-1809	Der Harz	Harzes
198	d3e32713Brockhaus-1809	Heidelberg	Heidelberger
202	d3e33491Brockhaus-1809	Hero	Heroʼs
204	d3e34054Brockhaus-1809	Die Hexen	Hexenprozesse
206	d3e34473Brockhaus-1809	Der Hofnarr	Hofnarren
207	d3e34619Brockhaus-1809	Holland	Nordholland
209	d3e34902Brockhaus-1809	Der Horizont	Horizontal
210	d3e34974Brockhaus-1809	Die Hottentotten	Hottentottenländer
211	d3e35021Brockhaus-1809	Hubertsburg	Hubertsburger
213	d3e35216Brockhaus-1809	Die Huronen	Huronensees
215	d3e35421Brockhaus-1809	Hymen	Hymenäus
217	d3e35638Brockhaus-1809	Die Idylle	Idyllendichter
220	d3e35952Brockhaus-1809	Indien, Indostan	Ostindien
221	d3e36006Brockhaus-1809	Der Infant	Infantin
222	d3e36006Brockhaus-1809	Der Infant	Infanten
224	d3e36200Brockhaus-1809	Das Intervall	Intervallen
225	d3e36611Brockhaus-1809	Das Irrlicht	Irrlichter
226	d3e36643Brockhaus-1809	Isabelle	Isabellens
229	d3e37356Brockhaus-1809	Die Janitscharen	Janitscharen-Aga
230	d3e37492Brockhaus-1809	Japan	Japaner
231	d3e37492Brockhaus-1809	Japan	Japanische
233	d3e38268Brockhaus-1809	Die Juden	Judengemeinheiten
234	d3e38687Brockhaus-1809	Die Jury	Anklagsjury
237	d3e38861Brockhaus-1809	Der Kaffee	Kaffeepauken
238	d3e38861Brockhaus-1809	Der Kaffee	Kaffeehäuser
239	d3e38861Brockhaus-1809	Der Kaffee	Kaffeehaus
241	d3e39940Brockhaus-1809	Kesselsdorf	Kesselsdorfer
242	d3e40645Brockhaus-1809	Der Komet	Kometen
243	d3e40645Brockhaus-1809	Der Komet	Kometenlaufs
244	d3e40682Brockhaus-1809	Der Koran	Alkoran
245	d3e40697Brockhaus-1809	Die Kosaken	Kosakenstamm
246	d3e40697Brockhaus-1809	Die Kosaken	Kosaken-Hettmannschaft
247	d3e41061Brockhaus-1809	Die Kretinen	Kretinismus
250	d3e41333Brockhaus-1809	Andreas Ludwig Krüger	Andreas Ludwig Krüger
251	d3e41344Brockhaus-1809	Ephraim Gottlob Krüger	Ephraim Gottlob Krüger
252	d3e41930Brockhaus-1809	Labrador oder Neubritannien	Labradorsteine
255	d3e43129Brockhaus-1809	Die Lausitz	Oberlausitz
256	d3e43129Brockhaus-1809	Die Lausitz	Niederlausitz
257	d3e43229Brockhaus-1809	Die Laute	Lautenisten
258	d3e43880Brockhaus-1809	Leipzig	Leipziger
261	d3e45477Brockhaus-1809	London	London-Infirmary
263	d3e45881Brockhaus-1809	Die Lotterie	Classenlotterie
266	d3e47595Brockhaus-1809	Lyon	Lyonnois
270	d3e48715Brockhaus-1809	Der Magnet	Magnetismus
273	d3e49633Brockhaus-1809	Mainz	Mainzer
274	d3e50017Brockhaus-1809	Malabar	Malabaren
275	d3e50017Brockhaus-1809	Malabar	Malabarische
276	d3e50379Brockhaus-1809	Das Mandat	Mandaten
278	d3e52713Brockhaus-1809	Mars (Mythol.)	Marsfeld
280	d3e53015Brockhaus-1809	Masaniello	Masanielloʼs
282	d3e53226Brockhaus-1809	Der Matador	Matadoren
283	d3e53226Brockhaus-1809	Der Matador	Matadores
285	d3e55088Brockhaus-1809	Die Menuet	Menuetto
286	d3e55705Brockhaus-1809	Mexiko	Altmexiko
287	d3e55705Brockhaus-1809	Mexiko	Neumexiko
290	d3e56163Brockhaus-1809	Die Minnesinger	Minnesingerei
291	d3e56163Brockhaus-1809	Die Minnesinger	Minnesingerkunst
296	d3e59052Brockhaus-1809	Muhamed	Muhamedaner
298	d3e59606Brockhaus-1809	Der Münzfuß	Münzfußes
299	d3e59699Brockhaus-1809	Der Mufti oder Großmufti	Untermufti
301	d3e59823Brockhaus-1809	Der Murky	Murkybässe
303	d3e60183Brockhaus-1809	Der Nabob	Nabobschaft
304	d3e60341Brockhaus-1809	Die Nahe	Naheweiler
305	d3e60492Brockhaus-1809	Nantes	Nanteser
306	d3e60797Brockhaus-1809	Die National-Versammlung	National-Versammlungen
307	d3e61524Brockhaus-1809	Der Neckar	Neckarweine
308	d3e61524Brockhaus-1809	Der Neckar	Neckarthale
314	d3e63650Brockhaus-1809	Niobe	Niobens
316	d3e64076Brockhaus-1809	Das Nordlicht	Nordlichter
318	d3e64764Brockhaus-1809	Die Nymphen	Erdnymphen
319	d3e64764Brockhaus-1809	Die Nymphen	Stromnymphen
320	d3e64764Brockhaus-1809	Die Nymphen	Thalnymphen
321	d3e64764Brockhaus-1809	Die Nymphen	Waldnymphen
322	d3e64764Brockhaus-1809	Die Nymphen	Bergnymphen
323	d3e65004Brockhaus-1809	Die Oboe	Hoboe
326	d3e66182Brockhaus-1809	Die Oper	Operetten
327	d3e66182Brockhaus-1809	Die Oper	Opernbühnen
328	d3e66182Brockhaus-1809	Die Oper	Operette
332	d3e66697Brockhaus-1809	Die Ordalien	Ordalienunfugs
333	d3e67009Brockhaus-1809	Die Orgel	Windorgel
334	d3e67009Brockhaus-1809	Die Orgel	Wasserorgeln
335	d3e67009Brockhaus-1809	Die Orgel	Orgelwerke
336	d3e67009Brockhaus-1809	Die Orgel	Wasserorgel
338	d3e67636Brockhaus-1809	Ossian	Ossianschen
340	d3e67636Brockhaus-1809	Ossian	Ossiansche
342	d3e69166Brockhaus-1809	Otto	Ottoʼs
343	d3e69357Brockhaus-1809	Oxford	Oxfordshire
345	d3e69549Brockhaus-1809	Die Pairs	Pairschaften
347	d3e69631Brockhaus-1809	Der Palatin	Palatinat
351	d3e70425Brockhaus-1809	Der Papst	Papstthum
352	d3e70425Brockhaus-1809	Der Papst	Papstes
354	d3e70881Brockhaus-1809	Paraguay	Paraguaystrom
355	d3e70881Brockhaus-1809	Paraguay	Paraguaythee
357	d3e71523Brockhaus-1809	Das Pasquill	Pasquillanten
360	d3e71789Brockhaus-1809	Die Paste	Münzpasten
363	d3e72259Brockhaus-1809	Der Pedant	Pedanten
364	d3e72540Brockhaus-1809	Penn	Pennsylvanien
365	d3e73128Brockhaus-1809	Persien oder Irak	Westpersien
366	d3e73128Brockhaus-1809	Persien oder Irak	Ostpersien
367	d3e73908Brockhaus-1809	St. Petersburg	St. Petersburgische
368	d3e74756Brockhaus-1809	Der Pfalzgraf	Pfalzgrafen
369	d3e74756Brockhaus-1809	Der Pfalzgraf	Unterpfalzgrafen
370	d3e74756Brockhaus-1809	Der Pfalzgraf	Unterpfalzgraf
372	d3e75713Brockhaus-1809	Die Philosophie	Transcendentalphilosophie
373	d3e76759Brockhaus-1809	Der Phosphorus	Phosphorsäure
374	d3e76759Brockhaus-1809	Der Phosphorus	Harnphosphorus
376	d3e76759Brockhaus-1809	Der Phosphorus	Phosphoren
377	d3e78644Brockhaus-1809	Der Planet	Nebenplaneten
378	d3e78644Brockhaus-1809	Der Planet	Hauptplaneten
379	d3e78644Brockhaus-1809	Der Planet	Planeten
380	d3e78780Brockhaus-1809	Plato	Platonischen
381	d3e78780Brockhaus-1809	Plato	Platoʼs
382	d3e78780Brockhaus-1809	Plato	Platonische
384	d3e81080Brockhaus-1809	Porto	Portowein
385	d3e81313Brockhaus-1809	Das Porzellan	Porzellan-Fabrik
387	d3e81590Brockhaus-1809	Der Prätendent	Prätendenten
388	d3e81854Brockhaus-1809	Der Prätor	Prätoren
390	d3e83621Brockhaus-1809	Der Purpur	Purpurmuschel
391	d3e83621Brockhaus-1809	Der Purpur	Purpurmanufacturen
392	d3e83621Brockhaus-1809	Der Purpur	Purpurfarbe
394	d3e83884Brockhaus-1809	Pyrmont	Pyrmonter
397	d3e86107Brockhaus-1809	Ragusa	Ragusanern
398	d3e86107Brockhaus-1809	Ragusa	Ragusaner
400	d3e86686Brockhaus-1809	Der Rammelsberg	Rammelsberges
401	d3e87327Brockhaus-1809	Raugraf	Raugrafen
406	d3e88187Brockhaus-1809	Rede	Schutzreden
407	d3e88187Brockhaus-1809	Rede	Festreden
408	d3e88187Brockhaus-1809	Rede	Gedächtnißreden
409	d3e88187Brockhaus-1809	Rede	Staatsreden
410	d3e88187Brockhaus-1809	Rede	Redekunst
411	d3e88187Brockhaus-1809	Rede	Lobreden
412	d3e88545Brockhaus-1809	Die Reformation	Reformationswerkes
413	d3e89543Brockhaus-1809	Regen	Regentage
414	d3e89543Brockhaus-1809	Regen	Landregen
415	d3e89543Brockhaus-1809	Regen	Platzregen
416	d3e89543Brockhaus-1809	Regen	Regenwasser
417	d3e89543Brockhaus-1809	Regen	Blutregen
418	d3e89543Brockhaus-1809	Regen	Regenwolken
419	d3e89543Brockhaus-1809	Regen	Regenwetter
420	d3e89543Brockhaus-1809	Regen	Strichregen
421	d3e89543Brockhaus-1809	Regen	Regenwassers
422	d3e89543Brockhaus-1809	Regen	Kornregen
423	d3e89543Brockhaus-1809	Regen	Regentropfen
424	d3e89699Brockhaus-1809	Regenbogen	Regenbogen-Farben
428	d3e90722Brockhaus-1809	Reichs-Hofrath	Reichs-Hofrath
429	d3e90722Brockhaus-1809	Reichs-Hofrath	Reichs-Hofrathe
430	d3e90722Brockhaus-1809	Reichs-Hofrath	Reichs-Hofraths
434	d3e91421Brockhaus-1809	Reim	gereimt
435	d3e91421Brockhaus-1809	Reim	ungereimt
437	d3e91421Brockhaus-1809	Reim	Reimer
438	d3e91707Brockhaus-1809	Relation	Correlation
439	d3e91747Brockhaus-1809	Religion	Religionen
440	d3e91747Brockhaus-1809	Religion	Religionsbekenntnisses
441	d3e91747Brockhaus-1809	Religion	Religionswahrheiten
442	d3e91747Brockhaus-1809	Religion	Religionsüberzeugungen
443	d3e91747Brockhaus-1809	Religion	Religionsbegriffen
446	d3e92462Brockhaus-1809	Renten	Leibrenten
447	d3e92462Brockhaus-1809	Renten	Erbrenten
448	d3e92462Brockhaus-1809	Renten	Leibrenten-Wesen
449	d3e92462Brockhaus-1809	Renten	Rentenbesitzer
451	d3e92656Brockhaus-1809	Republik	Republiken
452	d3e92656Brockhaus-1809	Republik	Republikanisiren
453	d3e92799Brockhaus-1809	Die Requisition	Bürgerrequisition
454	d3e92889Brockhaus-1809	Die Resonanz	Resonanzboden
455	d3e92956Brockhaus-1809	Retardat	Retardaten
459	d3e96973Brockhaus-1809	Rheder	Mitrheder
460	d3e97016Brockhaus-1809	Der Rhein	Oberrhein
461	d3e97016Brockhaus-1809	Der Rhein	Rheinischen
462	d3e97016Brockhaus-1809	Der Rhein	Rheingegenden
463	d3e97016Brockhaus-1809	Der Rhein	Niederrhein
464	d3e97467Brockhaus-1809	Richelieu	Richelieuʼs
465	d3e97683Brockhaus-1809	Der Richtpfennig	Richtpfennigtheile
466	d3e97844Brockhaus-1809	Riga	Rigaischen
467	d3e97844Brockhaus-1809	Riga	Rigaer
468	d3e97994Brockhaus-1809	Das Ritornel	Ritornelle
469	d3e98023Brockhaus-1809	Ritter	Rittergutsbesitzer
470	d3e98023Brockhaus-1809	Ritter	Ritterschaft
471	d3e98023Brockhaus-1809	Ritter	Ritterdienste
472	d3e98023Brockhaus-1809	Ritter	Ritterdiensten
473	d3e98023Brockhaus-1809	Ritter	Ritterspiele
475	d3e98023Brockhaus-1809	Ritter	Rittergüter
476	d3e98023Brockhaus-1809	Ritter	Rittergute
477	d3e98023Brockhaus-1809	Ritter	Ritterzeiten
478	d3e98023Brockhaus-1809	Ritter	Ritterwürde
479	d3e98023Brockhaus-1809	Ritter	Rittersitz
480	d3e98023Brockhaus-1809	Ritter	Rittergut
481	d3e98023Brockhaus-1809	Ritter	Rittergutsrechten
482	d3e98023Brockhaus-1809	Ritter	Rittergütern
483	d3e98023Brockhaus-1809	Ritter	Ritterguts
484	d3e98023Brockhaus-1809	Ritter	Ritterwesen
485	d3e98387Brockhaus-1809	Ritterschaft	Reichsritterschaft
488	d3e98730Brockhaus-1809	Robinson	Robinsonaden
492	d3e99776Brockhaus-1809	Roman	Romanenlectüre
493	d3e99776Brockhaus-1809	Roman	Romanen
494	d3e99936Brockhaus-1809	Romantisch	Romantischen
496	d3e100266Brockhaus-1809	Das Rondeau	Rondeauʼs
497	d3e100303Brockhaus-1809	Rorate	Rorate-Andachten
498	d3e100429Brockhaus-1809	Der Rosenkranz	Rosenkranzes
499	d3e100429Brockhaus-1809	Der Rosenkranz	Rosenkranzfest
504	d3e100751Brockhaus-1809	Rothweil	Rothweilische
505	d3e100918Brockhaus-1809	Die Roupie	Lackrupie
506	d3e100918Brockhaus-1809	Die Roupie	Lackrupien
507	d3e100918Brockhaus-1809	Die Roupie	Rupien
508	d3e101032Brockhaus-1809	Der Rubel	Kupferrubel
509	d3e101258Brockhaus-1809	Rum	Rumbillion
510	d3e101298Brockhaus-1809	Runen	Runenschrift
512	d3e101471Brockhaus-1809	Rußland	Weisrußland
513	d3e102539Brockhaus-1809	Sachsen	Sachsen-Gotha
514	d3e102539Brockhaus-1809	Sachsen	Angelsachsen
516	d3e102539Brockhaus-1809	Sachsen	Sachsen-Lauenburg
517	d3e102539Brockhaus-1809	Sachsen	Chursachsen
518	d3e102539Brockhaus-1809	Sachsen	Sachsen-Querfurth
520	d3e103241Brockhaus-1809	Die Sackpfeife	Sackpfeifen-Spieler
521	d3e103241Brockhaus-1809	Die Sackpfeife	Sackpfeifen-Academie
522	d3e103319Brockhaus-1809	Die Säulenordnung	Säulenordnungen
523	d3e103375Brockhaus-1809	Säuren	Halbsäuren
525	d3e103798Brockhaus-1809	Salpeter	Salpetersiedereien
526	d3e103798Brockhaus-1809	Salpeter	Kalksalpeter
527	d3e103798Brockhaus-1809	Salpeter	Salpetersäure
528	d3e103798Brockhaus-1809	Salpeter	Salpeterhöhlen
529	d3e103798Brockhaus-1809	Salpeter	Kehrsalpeter
530	d3e103875Brockhaus-1809	Das Salz	Mittelsalze
531	d3e103875Brockhaus-1809	Das Salz	Neutralsalze
533	d3e103875Brockhaus-1809	Das Salz	Laugensalzen
534	d3e103875Brockhaus-1809	Das Salz	Küchensalz
535	d3e103935Brockhaus-1809	Salzburg	Salzburger
536	d3e104250Brockhaus-1809	Der Sandschak	Sandschakschaft
538	d3e105018Brockhaus-1809	Der Sauerstoff	Sauerstoffgas
541	d3e105409Brockhaus-1809	Das Schachspiel	Schachspieler
543	d3e105503Brockhaus-1809	Der Schacht	Kunstschacht
544	d3e105503Brockhaus-1809	Der Schacht	Förderschacht
545	d3e105503Brockhaus-1809	Der Schacht	Fahrschacht
546	d3e105503Brockhaus-1809	Der Schacht	Ziehschacht
550	d3e105724Brockhaus-1809	Das Schauspiel	Klosterschauspiels
552	d3e105724Brockhaus-1809	Das Schauspiel	Schauspiel-Wesen
553	d3e105724Brockhaus-1809	Das Schauspiel	Schauspiel-Wesens
554	d3e105724Brockhaus-1809	Das Schauspiel	Schauspieler
555	d3e105724Brockhaus-1809	Das Schauspiel	Schauspieler-Gesellschaften
556	d3e105724Brockhaus-1809	Das Schauspiel	Schauspielkunst
557	d3e105724Brockhaus-1809	Das Schauspiel	Schauspielen
558	d3e105724Brockhaus-1809	Das Schauspiel	Schauspielern
560	d3e106649Brockhaus-1809	Die Schifffahrt	Schifffahrts-Kunst
564	d3e107088Brockhaus-1809	Schlesien	Niederschlesien
565	d3e107088Brockhaus-1809	Schlesien	Oberschlesien
567	d3e107336Brockhaus-1809	Schleswig	Schleswigschen
568	d3e107336Brockhaus-1809	Schleswig	Schleswigsche
570	d3e107697Brockhaus-1809	Schneeberg	Schneebergischen
571	d3e107697Brockhaus-1809	Schneeberg	Schneeberger
572	d3e107763Brockhaus-1809	Das Schock	Beschockung
573	d3e107763Brockhaus-1809	Das Schock	Beschockungen
574	d3e107763Brockhaus-1809	Das Schock	Schocken
578	d3e108307Brockhaus-1809	Die Schreibekunst	Geheimschreibekunst
579	d3e108307Brockhaus-1809	Die Schreibekunst	Rechtschreibekunst
580	d3e108307Brockhaus-1809	Die Schreibekunst	Geschwindschreibekunst
581	d3e108307Brockhaus-1809	Die Schreibekunst	Schönschreibekunst
582	d3e108399Brockhaus-1809	Die Schriftgießerei	Schriftgießereien
583	d3e108760Brockhaus-1809	Schuit	Schuiten
584	d3e108760Brockhaus-1809	Schuit	Silberschuit
585	d3e108863Brockhaus-1809	Schwabach	Schwabacher
589	d3e109966Brockhaus-1809	Die Schweiz	Schweizerhelden
590	d3e109966Brockhaus-1809	Die Schweiz	Schweizergesch
591	d3e109966Brockhaus-1809	Die Schweiz	Schweizergeschichte
592	d3e109966Brockhaus-1809	Die Schweiz	Schweizer-Bundesgenossen
593	d3e109966Brockhaus-1809	Die Schweiz	Schweizerische
594	d3e109966Brockhaus-1809	Die Schweiz	Schweizerischen
595	d3e109966Brockhaus-1809	Die Schweiz	Schweizerkäse
596	d3e109966Brockhaus-1809	Die Schweiz	Schweizer-Leinwand
597	d3e109966Brockhaus-1809	Die Schweiz	Schweizern
598	d3e109966Brockhaus-1809	Die Schweiz	Schweizer
599	d3e111576Brockhaus-1809	Der Scorpion	Scorpionöhl
602	d3e112195Brockhaus-1809	Seeräuber	Seeräuberei
603	d3e112746Brockhaus-1809	Die Send	Send-Schöppen
604	d3e112746Brockhaus-1809	Die Send	Send-Gerichten
605	d3e112746Brockhaus-1809	Die Send	Send-Gerichte
606	d3e112746Brockhaus-1809	Die Send	Send-Gericht
608	d3e112811Brockhaus-1809	Der Seneschall	Seneschallus
609	d3e112939Brockhaus-1809	Die September-Tage	September-Tagen
614	d3e113411Brockhaus-1809	Der Serpent	Serpentono
617	d3e113675Brockhaus-1809	Das Sextett	Sextetten
618	d3e114066Brockhaus-1809	Der Sherif	Untersherif
620	d3e114066Brockhaus-1809	Der Sherif	Obersherif
623	d3e114231Brockhaus-1809	Sicard	Sicardʼs
624	d3e114539Brockhaus-1809	Sicyon	Sicyonia
625	d3e114539Brockhaus-1809	Sicyon	Sicyonische
627	d3e115957Brockhaus-1809	Die Skalden	Skaldenlieder
629	d3e117236Brockhaus-1809	Die Sorben	Sorben-Wenden
632	d3e117668Brockhaus-1809	Speyer	Speyerbache
633	d3e117809Brockhaus-1809	Das Spinet	Espinette
634	d3e117809Brockhaus-1809	Das Spinet	Spinetto
636	d3e118046Brockhaus-1809	Die Sprache	Hauptsprache
637	d3e118046Brockhaus-1809	Die Sprache	Spracheigenheiten
638	d3e118046Brockhaus-1809	Die Sprache	Hauptsprachen
639	d3e118046Brockhaus-1809	Die Sprache	Landessprache
641	d3e118315Brockhaus-1809	Stände	Reichsstände
643	d3e118315Brockhaus-1809	Stände	Landstände
644	d3e119085Brockhaus-1809	Stanniol (Zinnfolie)	Stanniolschläger
645	d3e119099Brockhaus-1809	Stapel	Stapelstadt
646	d3e119180Brockhaus-1809	Statik	Aerostatik
647	d3e119180Brockhaus-1809	Statik	Hydrostatik
649	d3e119225Brockhaus-1809	Statthalter	Statthalterschaft
651	d3e119225Brockhaus-1809	Statthalter	Statthalterschaften
652	d3e119706Brockhaus-1809	Die Steinkohlen	Steinkohlen-Gebirge
654	d3e119877Brockhaus-1809	Stentor	Stentor-Stimme
655	d3e120305Brockhaus-1809	Sterling	Easterling
657	d3e120512Brockhaus-1809	Steuern	Grundsteuern
658	d3e120512Brockhaus-1809	Steuern	Realsteuern
659	d3e120512Brockhaus-1809	Steuern	Gewerbsteuern
660	d3e120512Brockhaus-1809	Steuern	besteuern
661	d3e120512Brockhaus-1809	Steuern	Reichssteuern
