	EntryID	Headword	Results
39	d3e28525Brockhaus-1809	Die Gironde [2]	Brissot, Barbaroux, Büzot, Carra, Condorcet, Dücos, Doulcet, Fonfrede, Fauchet, Gensonne, Guadet, Isnard, Louvet, Lanjuinais, Lepaut, Lesage, Petion, Rabaut St. Etienne, Sillery, Vergniand
40	d3e28951Brockhaus-1809	Johann August Ephraim Göze	nützlichen Allerleiʼs, Cornelins, Natur Menschenleben und Vorsehung
41	d3e28987Brockhaus-1809	Die Goldmacherei	hermetischen Briefen wider Vorurtheile und Betrügereien
42	d3e29074Brockhaus-1809	D. Carl Goldoni	Goldoni über sich selbst und die Geschichte seines Theaters
43	d3e29158Brockhaus-1809	Der Graf Gorani	geheimen Nachrichten von einigen Höfen Italiens
44	d3e29832Brockhaus-1809	Die Gravitation	Bestrebung der Körper nach wechselseitiger Annäherung
45	d3e29989Brockhaus-1809	Die Grenville's-Bill	 für die Sicherheit der Person des Königs
46	d3e30063Brockhaus-1809	Griechenland	Wissenschaften und Künste stiegen zu einem solchen Flor
47	d3e30063Brockhaus-1809	Griechenland	Nitzschens kurzen Entwurf der Griechischen Alterthümer
48	d3e30234Brockhaus-1809	Großbritannien und Irland	Essex, Kent, Sussex, Westsex, Ostangeln, Mercia, Northumberland
49	d3e30483Brockhaus-1809	Hugo Grotius	vom Rechte des Kriegs und des Friedens
50	d3e31012Brockhaus-1809	Gustav III.	 noch größer zu scheinen als er wirklich war
51	d3e31490Brockhaus-1809	Die Haltung	des richtigen Verhältnisses der einzelnen Theile eines Kunstwerks unter einander
52	d3e31520Brockhaus-1809	Hamburg	 ein topographisch- politisch- historisches Handbuch für Einheimische und Fremde
53	d3e31826Brockhaus-1809	Der hanseatische Bund	Widerwille der Nordischen Kronen gegen den Bund
54	d3e33547Brockhaus-1809	Herostatus	um sich durch diese Handlung einen unsterblichen Namen zu machen
55	d3e34167Brockhaus-1809	Johann Adam Hiller	die Jagd, Jubelhochzeit, Liebe auf dem Lande, der Erntekranz
56	d3e34473Brockhaus-1809	Der Hofnarr	Kunz von der Rosen, Gundling, Kyau
57	d3e34991Brockhaus-1809	John Howard	 und Gefangenpflege in allen Staaten Europens
58	d3e34991Brockhaus-1809	John Howard	über die Englischen und ausländischen Gefängnisse und Zuchthäuser
59	d3e34991Brockhaus-1809	John Howard	über die vorzüglichsten Lazarethe in Europa
60	d3e35076Brockhaus-1809	David Hume	leitete auch hauptsächlich den großen Kant
61	d3e35076Brockhaus-1809	David Hume	auf die ersten Grundfeste der menschlichen Naturerbauten Systems
62	d3e35153Brockhaus-1809	Die Hunnen	 sein unermeßliches Reich zu Grunde
63	d3e35656Brockhaus-1809	August Wilhelm Iffland	Fragmenten über Menschendarstellung auf den Deutschen Bühnen
64	d3e35656Brockhaus-1809	August Wilhelm Iffland	Entwickelung des Ifflandischen Spiels in vierzehn Darstellungen auf dem Weimarischen Hoftheater, im Aprilmonath
65	d3e36405Brockhaus-1809	Irland	Gesellschaft der Freunde der Freiheit und der Ruhe
66	d3e36879Brockhaus-1809	Italien	eine Halbinsel und einige kleine Inseln
67	d3e37130Brockhaus-1809	Die Jacobiner	unter den Pariser Jacobinern eine Trennung
68	d3e37636Brockhaus-1809	Jena	Oekonomische Nachrichten für die Studirens halber nach Jena kommenden
69	d3e37874Brockhaus-1809	Die Johanniterritter	Provence, Auvergne, Frankreich, Italien, Arragonien, Deutschland, Castilien
70	d3e38025Brockhaus-1809	D. Samuel Johnson	biographischen Nachrichten über das Leben der berühmtesten Englischen Dichter
71	d3e38268Brockhaus-1809	Die Juden	Theilung des Staats in zwei Königreiche
72	d3e38268Brockhaus-1809	Die Juden	Convent der Batavischen Republik den Juden seit dem 2. Sept. 1796
73	d3e38432Brockhaus-1809	Das Herzogthum Jülich	 mit Vorbehalt der Rechte eines Dritten
74	d3e38861Brockhaus-1809	Der Kaffee	das erste öffentliche Kaffeehaus in Europa
75	d3e38923Brockhaus-1809	Henri Louis le Kain	Und rechnen Sie die Freiheit, in diesem Tone mit mir zu sprechen, für Richts, mein Herr
76	d3e39286Brockhaus-1809	Die Karaibischen Inseln	Antigua, Barbados, St. Christoph, Curassao, Guadeloupe, St. Lucie, Martinique, Tabago
77	d3e40322Brockhaus-1809	Johann Christian Klengel	 Suite der schönsten Sächsischen Gegenden
78	d3e40386Brockhaus-1809	Christian Adolph Klotz	 über den Nutzen und Gebrauch alter geschnittener Steine und ihrer Abdrücke
79	d3e40697Brockhaus-1809	Die Kosaken	 Die Hauptbestimmung des Volks ist der Krieg
80	d3e41093Brockhaus-1809	Die Kreuzzüge	verschwor sich zur Eroberung des heiligen Landes
81	d3e41266Brockhaus-1809	die kritische Philosophie	was der Mensch wissen und nicht wissen könne
82	d3e41639Brockhaus-1809	Die Kupferstecherkunst	 daß man oft mehrere dieser Manieren mit einander zu verbinden pflegt
83	d3e41639Brockhaus-1809	Die Kupferstecherkunst	Carrache, Daniel Chodowiecki, le Clerc, Cochin, Albrecht Dürer
84	d3e41639Brockhaus-1809	Die Kupferstecherkunst	Geyser, Hogarth, Meil, Mathias Merian, Rembrandt, Salvator Rosa
85	d3e41639Brockhaus-1809	Die Kupferstecherkunst	Daniel Berger, C. Feller, G. Fr. Schmidt
86	d3e41639Brockhaus-1809	Die Kupferstecherkunst	von schwarzer und rother Kreide nachahmt
87	d3e42280Brockhaus-1809	Lais	so theuer erkaufe ich mir keine Reue
88	d3e42412Brockhaus-1809	Die Marquise de Lambert	guten Lehren an ihren Sohn und an ihre Tochter
89	d3e42659Brockhaus-1809	Landrecy	alle in den Fränkischen Festungen, die der Feind an der Nordgränze besetzt hat, eingeschlossene Truppen, die sich nicht innerhalb 24 Stunden nach der von den Generalen der Republik an sie zu machenden Aufforderung auf Willkühr ergeben, sollen zu keiner Capitulation gelassen werden, sondern über die Klinge springen
90	d3e43632Brockhaus-1809	Die Leibeigenschaft	daß der Abstand zwischen dem Herrn und seinen Leibeignen in unsern Zeiten weit größer worden sei als er im Mittelalter war
91	d3e44019Brockhaus-1809	Ninon von Lenclos	Coligny, Conde, Gourville, Rochefoncault, Sevigne, Villarceaux
92	d3e44262Brockhaus-1809	(Peter) Leopold der zweite	mit vollkommner Sicherheit wichtige Urkunden und Handschriften niederlegen
93	d3e44511Brockhaus-1809	Lethe	Vergangnen auf immer vergessend zu machen
94	d3e44557Brockhaus-1809	Die Letten	Die Letten, vorzüglich in Liefland, am Ende des philosophischen Jahrhunderts
95	d3e45023Brockhaus-1809	Philipp Daniel Lippert	dauerhafte Abdrücke von Gemmen zu machen
96	d3e45477Brockhaus-1809	London	Sitz der großen und feinen Welt
97	d3e45477Brockhaus-1809	London	 der Königin; Carls ton House
98	d3e45728Brockhaus-1809	Lope de Vega	Don Frey Lope Felix de Vega Carpio
99	d3e45728Brockhaus-1809	Lope de Vega	über die Kunst Lustspiele zu verfertigen
100	d3e46299Brockhaus-1809	Licinius Lucullus	Verpflanzung des Kirschbaums aus Asien nach Europa
101	d3e46339Brockhaus-1809	Ludwig der vierzehnte	Boileau, Corneille, Descartes, Despreaux, Fenelon, la Fontaine, Moliere, Racine
102	d3e46339Brockhaus-1809	Ludwig der vierzehnte	le Brun, Girardon, Lulli, Mansard, le Notre
103	d3e47075Brockhaus-1809	Die Reichsstadt Lübek	eine leichtere Verbindung der Ostsee mit der Elbe, u. folglich mit der Nordsee
104	d3e47155Brockhaus-1809	(Das Hochstift) Lüttich	völlige Unterwerfung der die ihnen entrissenen Rechte wiederfordernden Lütticher
105	d3e47470Brockhaus-1809	Der Luxus	daß dasselbe mit dem Vermögen desselben oder dem Nationalreichthume gleichen Schritt halte
106	d3e47595Brockhaus-1809	Lyon	Lyon führte Krieg mit der Freiheit; Lyon ist nicht mehr
107	d3e47781Brockhaus-1809	Der Abbé Bonnet de Mably	von den Pflichten und Rechten des Bürgers
108	d3e48962Brockhaus-1809	Die Mahlerei	über aus mühselig und daher ungemein theuer ist
109	d3e49528Brockhaus-1809	Das Erzstift Mainz	Aus- und Einfuhr von Elsaß, der Pfalz, von Franken, einem Theil von Schwaben und Hessen nach den Niederlanden beherrscht
110	d3e49787Brockhaus-1809	Die Mainzer Clubisten	Club der Freunde der Freiheit und Gleichheit
111	d3e50379Brockhaus-1809	Das Mandat	einzige republikanische Münze in ihrem vollen Nennwerthe
112	d3e50379Brockhaus-1809	Das Mandat	Gold- und Silbermünzen wieder zur Ware machte
113	d3e50379Brockhaus-1809	Das Mandat	nach dem Werthe, den sie im Cours hätten
114	d3e50379Brockhaus-1809	Das Mandat	unerwartet glückliche Wirkung der Assignaten für Frankreich
115	d3e50379Brockhaus-1809	Das Mandat	Befreiung des Fränkischen Staats von einer Last
116	d3e50379Brockhaus-1809	Das Mandat	Anweisungen auf den künftigen Verkauf der National-Güter
117	d3e50379Brockhaus-1809	Das Mandat	Mandate jeden Augenblick realisirt werden konnten
118	d3e50379Brockhaus-1809	Das Mandat	die Kosten des bevorstehenden Feldzugs damit zu bestreiten
119	d3e50961Brockhaus-1809	Die Manichäer	Philosophie mit der christlichen Religion zu vereinigen
120	d3e51063Brockhaus-1809	Mannheim	 Akademie der Zeichnungs- und Bildhauerkunst
121	d3e51440Brockhaus-1809	Elisabeth Mara	»Ich weiß daß mein Erlöser lebt«
122	d3e52677Brockhaus-1809	Die Maroon- oder Maronen-Negern	durch eine große Anzahl wilder Hunde
123	d3e52786Brockhaus-1809	Marseille	der Jacobiner-Club zu Marseille gänzlich geschlossen
124	d3e53249Brockhaus-1809	Die Mathematik	ohne Rucksicht auf die Materie und Gestalt der Dinge
125	d3e53515Brockhaus-1809	Peter Ludwig Moreau von Maupertuis	Präsidenten der Akademie der Wissenschaften zu Berlin
126	d3e53515Brockhaus-1809	Peter Ludwig Moreau von Maupertuis	in irgend einer Provinz einen von Natur edlen Schlag Menschen zu ziehen, so, daß darin Verstand, Tüchtigkeit und Rechtschaffenheit erblich wären
127	d3e53584Brockhaus-1809	Die Mauren	Vertreibung der Moriskoʼs eine Hauptursache des innern Verfalls Spaniens
128	d3e53981Brockhaus-1809	Die Mediceer	Lorenzo zog die aufgeklärtesten Männer seiner Zeit
129	d3e54313Brockhaus-1809	Der Meerschaum	Journal für Fabrik, Manufactur, Handlung und Mode
130	d3e54436Brockhaus-1809	Die Meistersänger	 Schulen der Dichtkunst und Vocalmusik
131	d3e56907Brockhaus-1809	Das Mönchswesen	Egyptens entwickelte sich der Keim des christlichen Mönchswesens
132	d3e56907Brockhaus-1809	Das Mönchswesen	breitete sich im 4. und 5. Jahrhundert das Mönchswesen
133	d3e56907Brockhaus-1809	Das Mönchswesen	Augustiner, Bernhardiner, Cisterzienser, Cölestiner, Cartheuser, Prämonstratenser, Carmeliter, Serviten, Cluniacenser, Dominicaner, Franciscauer
134	d3e56907Brockhaus-1809	Das Mönchswesen	National-Versammlung in Frankreich hob endlich 1791 die Mönche und Nonnen in ihren Staaten ganz auf
135	d3e57286Brockhaus-1809	Jean Baptista Moliere	Tartuffe, der Geitzige, der eingebildete Kranke
136	d3e57465Brockhaus-1809	Momus	 Gott der Tadelsucht und der Satire
137	d3e57521Brockhaus-1809	Die Mongolen oder Mogolen	 Reichthümer des Landes waren unermeßlich
138	d3e57521Brockhaus-1809	Die Mongolen oder Mogolen	der Großmogul behielt am Ende bis 1785 nichts übrig, als die Hauptstadt Delhi und ein Ländchen von ein Paar Meilen im Umkreis
139	d3e58665Brockhaus-1809	Johann Jacob Moser	die Rechte der Landstände gegen den Herzog von Wirtemberg
140	d3e58841Brockhaus-1809	Charles Mounier	Entwicklung der Ursachen, welche Frankreich gehindert haben, zur Freiheit zu gelangen
141	d3e58876Brockhaus-1809	Leopold Mozart	Cosi fan tutte
142	d3e59131Brockhaus-1809	Die Muhamedaner	Es ist ein Gott, und Muhamed ist sein Prophet
143	d3e59472Brockhaus-1809	Des Freiherrn von Münchhausen	Baron Münchhausens Erzählungen von seinen wundervollen Reisen und Feldzügen in Rußland
144	d3e59606Brockhaus-1809	Der Münzfuß	 Verhältniß zwischen Gold und Silber
145	d3e59917Brockhaus-1809	Die Musen	Klio, Melpomene, Thalia, Kalliope, Euterpe, Erato, Terpsichore, Urania
146	d3e60546Brockhaus-1809	Das Edict von Nantes	ihn zu überreden, es seien nur wenig Reformirte mehr in Frankreichübrig
147	d3e60666Brockhaus-1809	Narcissus	verliebte er sich in sich selbst
148	d3e61177Brockhaus-1809	Neapel und Sicilien	dem Papst, als wahrem Herrn seines Reichs, einen weißen Zelter nach Romischicken
149	d3e61782Brockhaus-1809	Der Negerhandel	eine Majorität von neunzehn für die Abschaffung mit dem Jahre 1795 fand, wodurch also die große Sache für jetzt entschieden wurde.
150	d3e61782Brockhaus-1809	Der Negerhandel	er würde, wenn die Sache nicht schon so weit gekommen, und alle Meinungen über die Ungerechtigkeit und Unmenschlichkeit jenes Handels einig wären, eher gerathenhaben, sie noch eine Zeit lang schlafen zu legen
151	d3e61782Brockhaus-1809	Der Negerhandel	Bericht über Wilberforceʼs Antrag auf vier Monden
152	d3e62186Brockhaus-1809	Nemesis	Göttin der strafenden Gerechtigkeit, welche zugleich gerechte Handlungen belohnte
153	d3e62693Brockhaus-1809	Isaak Newton	Bemerkungen über den Propheten Daniel und die Offenbarung St. Johannis
154	d3e62804Brockhaus-1809	Die Niederlande	 Hause war dieser Staat eine Zeit lang wegen der blühenden Gewerbe in demselben der mächtigste in ganz Europa. Carl der Kühne
155	d3e62804Brockhaus-1809	Die Niederlande	Holland, Seeland, Utrecht, Geldern, Oberpßel, Gröningen
156	d3e62804Brockhaus-1809	Die Niederlande	Landes auf der linken Seite des Hond
157	d3e63820Brockhaus-1809	Die vereinigten Staaten von Nordamerika	 Neu-Hampshire, Massachusets, Rhode-Island, Connecticut, Neu-York, Neu-Jersey, Pensylvanien, Delaware, Maryland, Virginien, Nord-Carolina, Süd-Carolina, Georgien
158	d3e63928Brockhaus-1809	Der Nordamerikanische Krieg	 faßte nun den Entschluß, keinen Thee mehr zu trinken
159	d3e64182Brockhaus-1809	Die Normänner oder Normannen	 Völker in Dänemark und Norwegen
160	d3e64182Brockhaus-1809	Die Normänner oder Normannen	an die Seeländischen und Flandrischen Küsten
161	d3e64182Brockhaus-1809	Die Normänner oder Normannen	westwärts vom Ausflusse der Seine an
162	d3e64182Brockhaus-1809	Die Normänner oder Normannen	erste Grund zu dem unauslöschlichen Hasse beider Nationen
163	d3e64649Brockhaus-1809	Die Nuntiaturstreitigkeiten	Deduction des Papstes gegen die Emser Punctationen
164	d3e64984Brockhaus-1809	Obligat	mit der Hauptstimme so verbunden ist, daß sie einen Theil des Gesangs oder der Melodie führt
165	d3e65397Brockhaus-1809	Das Haus Oestreich	Rudolph, Graf von Habsburg, in der Schweiz
166	d3e66182Brockhaus-1809	Die Oper	Lottchen am Hofe, die Jagd, die Liebe auf dem Lande
167	d3e66376Brockhaus-1809	Martin Opitz von Boberfeld	Vater und Wiederhersteller der Deutschen Dichtkunst
168	d3e66376Brockhaus-1809	Martin Opitz von Boberfeld	Epigrammen, vermischte geistliche und weltliche Gedichte
169	d3e66543Brockhaus-1809	Das Oratorium	der Tod Abels, Abraham auf Moria
170	d3e66697Brockhaus-1809	Die Ordalien	Friedrich Maiers Geschichte der Ordalien, insbesondre der gerichtlichen Zweikämpfe in Deutschland
171	d3e67290Brockhaus-1809	Philipp Joseph, Herzog von Orleans	 nach dem Besitz des Throns
172	d3e67928Brockhaus-1809	Ostindien	fünf Circars (Elore, Condapilly, Rajamundri, Chicacole
173	d3e67928Brockhaus-1809	Ostindien	 Jahrbuch der merkwürdigsten neuen Weltbegebenheiten auf das Jahr
174	d3e69223Brockhaus-1809	Die Ouverture	im Charakter des darauf folgenden Ganzen
175	d3e69505Brockhaus-1809	Die Pagode	Statuen der verehrten Götter, welche ebenfalls Pagoden heißen
176	d3e70287Brockhaus-1809	Die pantomimische Tanzkunst	und wie dieß auch die Alten gethan
177	d3e70371Brockhaus-1809	Gottfried Heinrich Graf von Pappenheim	auf dem weißen Berge vor Prag
178	d3e70425Brockhaus-1809	Der Papst	Trennung der Morgenländischen Kirche von der Abendländischen im neunten Jahrhundert
179	d3e70425Brockhaus-1809	Der Papst	Reformation der Kirche an Haupt und Gliedern
180	d3e71080Brockhaus-1809	Die Parlamente in Frankreich	nicht unter die übrigen Classen der Stände
181	d3e71080Brockhaus-1809	Die Parlamente in Frankreich	Die National-Versammlung hob daher im Jahre
182	d3e71080Brockhaus-1809	Die Parlamente in Frankreich	die Parlamente im ganzen Reiche auf
183	d3e71371Brockhaus-1809	Die Partitur	in allen seinen Stimmen mit einem Blicke übersehen
184	d3e71646Brockhaus-1809	Die Passagen	Gesange, eine Folge melodischer Töne auf eine einzige Sylbe des Textes
185	d3e71717Brockhaus-1809	Der Passauer Vertrag	Moritz von Sachsen zu Passau in Bayern
186	d3e72496Brockhaus-1809	Penelope	nachahmungswürdigste Muster der Sittenreinheit und ehelichen Treue
187	d3e73128Brockhaus-1809	Persien oder Irak	Dahistan, Dshordshan, Chorosan, Sedshestan, Arrohasche, Makran
188	d3e73515Brockhaus-1809	Das Vicekönigreich Peru	eine der schönsten und fruchtbarsten Gegenden der Erde
189	d3e73560Brockhaus-1809	Peter I. Alexiewitsch	Reformator seines in Barbarei, Unwissenheit und Trägheit versunkenen Volks zu werden
190	d3e73560Brockhaus-1809	Peter I. Alexiewitsch	bahnte er sich selbst die noch ganz unbetretenen Wege
191	d3e73560Brockhaus-1809	Peter I. Alexiewitsch	Besitz der Provinzen an der Ostsee
192	d3e74294Brockhaus-1809	Franciscus Petrarcha	von dem Betragen im Glück und Unglück
193	d3e74460Brockhaus-1809	Das Churfürstenthum Pfalz	ist sie nicht das, was sie erstlich
194	d3e74460Brockhaus-1809	Das Churfürstenthum Pfalz	Betragen der Frankreicher in der Pfalz
195	d3e75206Brockhaus-1809	André Danican Philidor	 Soldat als Zauberer, Tom Jones
196	d3e75252Brockhaus-1809	Philipp	seine Herrschaft über ganz Griechenland zu verbreiten
197	d3e75252Brockhaus-1809	Philipp	treulose Betragen Philipps gegen seine eigenen Bundesgenossen
198	d3e75252Brockhaus-1809	Philipp	den Frieden, der ihnen die Freiheit raubte
199	d3e75338Brockhaus-1809	Philipp II	das Oberhaupt der Katholischen zu heißen
200	d3e75338Brockhaus-1809	Philipp II	die in den Niederlanden verbreitete protestantische Lehre auszurotten
201	d3e75338Brockhaus-1809	Philipp II	eine Flotte, die aus mehr als
202	d3e75338Brockhaus-1809	Philipp II	Kriegsschiffen bestand, und unter dem Namen der unüberwindlichen bekannt ist
203	d3e75338Brockhaus-1809	Philipp II	kaum noch ein Schiff davon unbeschädigt
204	d3e75713Brockhaus-1809	Die Philosophie	wie fern er ein denkendes Wesen
205	d3e75713Brockhaus-1809	Die Philosophie	 Art seines Daseins und Wirkens
206	d3e75713Brockhaus-1809	Die Philosophie	Erkenntnisse von dem, was da ist
207	d3e75713Brockhaus-1809	Die Philosophie	Erkenntnisse von dem, was da sein soll
208	d3e75713Brockhaus-1809	Die Philosophie	so weit als ihre Erkenntniß in der Erfahrung kann angewendet werden
209	d3e75713Brockhaus-1809	Die Philosophie	das Prinzip der Verbindung zwischen theoretischer und practischer Philosophie
210	d3e75713Brockhaus-1809	Die Philosophie	durch Construction der Begriffe ist. Kant
211	d3e76672Brockhaus-1809	Der Phönix	einen einzigen jedes Mahl in der Welt
212	d3e76702Brockhaus-1809	Die Phönizier	eins der ältesten Völker in der Geschichte
213	d3e76702Brockhaus-1809	Die Phönizier	sie frühzeitig das Meer zu beschiffen
214	d3e76759Brockhaus-1809	Der Phosphorus	Glasröhre von einander so entzünden sich
215	d3e77013Brockhaus-1809	Die Physik	der Begriff von Materie zurückgeführt wird
216	d3e77609Brockhaus-1809	Nicolo Piccini	ein hundert und zwei und dreißig Opern
217	d3e77858Brockhaus-1809	Die Pietisten	Ende des vergangenen Jahrhunderts in der Lutherischen Kirche
218	d3e77858Brockhaus-1809	Die Pietisten	Gesetze, welche an mehrern Orten gegen den Pietismus gegeben werden mußten
219	d3e77934Brockhaus-1809	Der Pindus	Sitz des Apollo und der Musen
220	d3e78064Brockhaus-1809	Alexis Piron	 keinen innern Beruf habenden Versmacher
221	d3e78158Brockhaus-1809	Pisistratus	 Sammlung der Homerischen Gedichte und die Anordnung der ersten Bibliothek
222	d3e78594Brockhaus-1809	Das Pizzicato	 die Saiten mit dem Fingerberuhren
223	d3e79072Brockhaus-1809	Cajus Plinius	nicht alle Mahl mit Behutsamkeit compilirt
224	d3e79418Brockhaus-1809	Die Polemik	Meinungen der verschiedenen Gegner der Religion
225	d3e79684Brockhaus-1809	Polykletes	eines Jünglings, der eine Lanze trug
226	d3e79805Brockhaus-1809	Die Polypen	 Uebergang von den Pflanzen zu den Thieren
227	d3e79835Brockhaus-1809	Polyphem	nur ein Auge in der Stirne hatte
228	d3e79905Brockhaus-1809	Marquis von Pombal	 zwei Tribunale zur Untersuchung der Sache
229	d3e79905Brockhaus-1809	Marquis von Pombal	Revision des Prozesses der am 13. Januar 1759 verhafteten oder hingerichteten Personen
230	d3e80454Brockhaus-1809	Cnejus Pompejus Magnus	Einer gegen den Andern zu mißtrauisch
231	d3e81170Brockhaus-1809	Das Königreich Portugal	aus den Trümmern der Maurischen Reiche
232	d3e81170Brockhaus-1809	Das Königreich Portugal	Dümouriez über den historisch-politischen Zustand Portugals
233	d3e81432Brockhaus-1809	Potsdam	 Havel, vier Meilen von Berlin. Friedrich Wilhelm
234	d3e81590Brockhaus-1809	Der Prätendent	Römisch-katholische Religion zur herrschenden zu erheben
235	d3e81590Brockhaus-1809	Der Prätendent	endigte in kurzer Zeit den ganzen Krieg
236	d3e81877Brockhaus-1809	Prag	 eine der größten Städte in Europa
237	d3e82206Brockhaus-1809	Johann Gottlieb Prestel	 Hieraus entstand dann endlich seine Handzeichnungs-Manier
238	d3e82206Brockhaus-1809	Johann Gottlieb Prestel	großen Sammlungen interessanter Zeichnungen der vorzüglichsten Mahler aus mehreren Schulen
239	d3e83258Brockhaus-1809	Psyche	den sie noch nie gesehen hatte
240	d3e83258Brockhaus-1809	Psyche	unsterblich gemacht und im Himmel mit ihm vermählt werden sollte. Venus
241	d3e83462Brockhaus-1809	Die Pulververschwörung	Mitgliedern des Hauses der Lords und der Gemeinen
242	d3e83462Brockhaus-1809	Die Pulververschwörung	ein schrecklicher Schlag von unsichtbarer Hand erfolgen würde.
243	d3e83587Brockhaus-1809	Giovanni Punto	größte jetzt lebende Virtuos auf dem Waldhorn, zu Paris.
244	d3e83621Brockhaus-1809	Der Purpur	 unter der Kehle der Purpurmuschel
245	d3e83621Brockhaus-1809	Der Purpur	Kunst, wie die Alten Purpur zu machen, verloren
246	d3e83775Brockhaus-1809	Die Pyramiden	Bestimmung dieser merkwürdigen Denkmähler des Alterthums
247	d3e83942Brockhaus-1809	Pyrrhus II.	einer der größten Feldherrn seines Zeitalters
248	d3e84028Brockhaus-1809	Pythagoras	zu Ende des fünften Jahrhunderts vor christlicher Zeitrechnung
249	d3e84028Brockhaus-1809	Pythagoras	eine gewisse Uebereinstimmung der untergeordneten Materie und des ordnenden Principii mit den Eigenschaften der Zahlen
250	d3e84028Brockhaus-1809	Pythagoras	die Seele selbst eine Zahl sei.
251	d3e84352Brockhaus-1809	Johann Joachim Quanz	Zärtlichkeit und Sorgfalt des Königs für diesen seinen Lehrer
252	d3e84480Brockhaus-1809	Quebeck	beste und wichtigste Stadt der Engländer in Nordamerika.
253	d3e84755Brockhaus-1809	François Rabelais	Melanges de Litterature et de Philosophie
